8106;Warszawa Górczewska 124;R08;17 09 04;89,84
8106;Warszawa Górczewska 124;R08;03 01 05;1,20
8106;Warszawa Górczewska 124;R08;15 01 03;2,79
8106;Warszawa Górczewska 124;R08;15 01 01;36,78
8106;Warszawa Górczewska 124;R08;15 01 02;7,32
8106;Warszawa Górczewska 124;R08;15 02 03;0,08
8005;Warszawa G³êbocka 15A;R08;15 01 10*;1,38
8005;Warszawa G³êbocka 15A;R08;16 02 14;1,28
8005;Warszawa G³êbocka 15A;R08;17 01 07;128,83
8005;Warszawa G³êbocka 15A;R08;17 09 04;29,36
8005;Warszawa G³êbocka 15A;R08;15 01 05;0,60
8005;Warszawa G³êbocka 15A;R08;15 01 06;82,70
8005;Warszawa G³êbocka 15A;R08;13 02 08*;0,06
8005;Warszawa G³êbocka 15A;R08;15 01 03;44,32
8005;Warszawa G³êbocka 15A;R08;15 01 04;6,40
8005;Warszawa G³êbocka 15A;R08;15 01 01;65,84
8005;Warszawa G³êbocka 15A;R08;15 01 02;11,12
8005;Warszawa G³êbocka 15A;R08;15 02 03;0,24
8045;Walbrzych Wieniawskiego 21;R03;15 01 10*;0,46
8045;Walbrzych Wieniawskiego 21;R03;16 02 14;0,52
8045;Walbrzych Wieniawskiego 21;R03;16 02 16;0,05
8045;Walbrzych Wieniawskiego 21;R03;16 03 06;2,20
8045;Walbrzych Wieniawskiego 21;R03;17 01 07;40,24
8045;Walbrzych Wieniawskiego 21;R03;17 09 04;64,84
8045;Walbrzych Wieniawskiego 21;R03;13 02 08*;0,08
8045;Walbrzych Wieniawskiego 21;R03;07 04 81;0,08
8045;Walbrzych Wieniawskiego 21;R03;15 01 03;35,54
8045;Walbrzych Wieniawskiego 21;R03;16 02 13*;0,14
8045;Walbrzych Wieniawskiego 21;R03;15 01 01;34,62
8045;Walbrzych Wieniawskiego 21;R03;15 01 02;8,10
8021;Toruñ ¯wirki i Wigury 88;R07;16 03 05*;0,46
8021;Toruñ ¯wirki i Wigury 88;R07;15 01 03;10,90
8021;Toruñ ¯wirki i Wigury 88;R07;20 01 36;0,08
8021;Toruñ ¯wirki i Wigury 88;R07;15 01 01;12,32
8021;Toruñ ¯wirki i Wigury 88;R07;15 01 02;3,44
8111;Toruñ Szosa Bydgoska 102A;R07;17 04 05;4,63
8111;Toruñ Szosa Bydgoska 102A;R07;16 03 05*;1,46
8111;Toruñ Szosa Bydgoska 102A;R07;16 02 14;0,07
8111;Toruñ Szosa Bydgoska 102A;R07;16 03 04;0,41
8111;Toruñ Szosa Bydgoska 102A;R07;17 09 04;80,25
8111;Toruñ Szosa Bydgoska 102A;R07;15 01 03;31,52
8111;Toruñ Szosa Bydgoska 102A;R07;15 01 01;22,10
8111;Toruñ Szosa Bydgoska 102A;R07;15 01 02;5,88
8064;Tarnowskie Góry Obwodnica 16;R05;17 04 05;4,62
